"varied_parameter","parameter_value","R0","K","r","alpha","step","tau","occupied_patches_raw","occupancy_fraction_raw","occupied_patches_established","patches_with_complete_window","occupancy_fraction_established","global_I"
"R0",1.5,1.5,10000,0.125,1e-04,31.1,50,200,1,200,200,1,27141
"R0",1.5,1.5,10000,0.125,1e-04,31.2,50,200,1,200,200,1,27414
"R0",1.5,1.5,10000,0.125,1e-04,31.3,50,200,1,200,200,1,27755
"R0",1.5,1.5,10000,0.125,1e-04,31.4,50,200,1,200,200,1,27952
"R0",1.5,1.5,10000,0.125,1e-04,31.5,50,200,1,200,200,1,28161
"R0",1.5,1.5,10000,0.125,1e-04,31.6,50,200,1,200,200,1,28528
"R0",1.5,1.5,10000,0.125,1e-04,31.7,50,200,1,200,200,1,28817
"R0",1.5,1.5,10000,0.125,1e-04,31.8,50,200,1,200,200,1,29004
"R0",1.5,1.5,10000,0.125,1e-04,31.9,50,200,1,200,200,1,29240
"R0",1.5,1.5,10000,0.125,1e-04,32,50,200,1,200,200,1,29520
"R0",1.5,1.5,10000,0.125,1e-04,32.1,50,200,1,200,200,1,29810
"R0",1.5,1.5,10000,0.125,1e-04,32.2,50,200,1,200,200,1,30184
"R0",1.5,1.5,10000,0.125,1e-04,32.3,50,200,1,200,200,1,30514
"R0",1.5,1.5,10000,0.125,1e-04,32.4,50,200,1,200,200,1,30894
"R0",1.5,1.5,10000,0.125,1e-04,32.5,50,200,1,200,200,1,31083
"R0",1.5,1.5,10000,0.125,1e-04,32.6,50,200,1,200,200,1,31425
"R0",1.5,1.5,10000,0.125,1e-04,32.7,50,200,1,200,200,1,31699
"R0",1.5,1.5,10000,0.125,1e-04,32.8,50,200,1,200,200,1,32067
"R0",1.5,1.5,10000,0.125,1e-04,32.9,50,200,1,200,200,1,32418
"R0",1.5,1.5,10000,0.125,1e-04,33,50,200,1,200,200,1,32717
"R0",1.5,1.5,10000,0.125,1e-04,33.1,50,200,1,200,200,1,32981
"R0",1.5,1.5,10000,0.125,1e-04,33.2,50,200,1,200,200,1,33354
"R0",1.5,1.5,10000,0.125,1e-04,33.3,50,200,1,200,200,1,33776
"R0",1.5,1.5,10000,0.125,1e-04,33.4,50,200,1,200,200,1,34300
"R0",1.5,1.5,10000,0.125,1e-04,33.5,50,200,1,200,200,1,34610
"R0",1.5,1.5,10000,0.125,1e-04,33.6,50,200,1,200,200,1,34982
"R0",1.5,1.5,10000,0.125,1e-04,33.7,50,200,1,200,200,1,35462
"R0",1.5,1.5,10000,0.125,1e-04,33.8,50,200,1,200,200,1,35698
"R0",1.5,1.5,10000,0.125,1e-04,33.9,50,200,1,200,200,1,35975
"R0",1.5,1.5,10000,0.125,1e-04,34,50,200,1,200,200,1,36449
"R0",1.5,1.5,10000,0.125,1e-04,34.1,50,200,1,200,200,1,36987
"R0",1.5,1.5,10000,0.125,1e-04,34.2,50,200,1,200,200,1,37366
"R0",1.5,1.5,10000,0.125,1e-04,34.3,50,200,1,200,200,1,37818
"R0",1.5,1.5,10000,0.125,1e-04,34.4,50,200,1,200,200,1,38361
"R0",1.5,1.5,10000,0.125,1e-04,34.5,50,200,1,200,200,1,38658
"R0",1.5,1.5,10000,0.125,1e-04,34.6,50,200,1,200,200,1,39013
"R0",1.5,1.5,10000,0.125,1e-04,34.7,50,200,1,200,200,1,39542
"R0",1.5,1.5,10000,0.125,1e-04,34.8,50,200,1,200,200,1,40005
"R0",1.5,1.5,10000,0.125,1e-04,34.9,50,200,1,200,200,1,40432
"R0",1.5,1.5,10000,0.125,1e-04,35,50,200,1,200,200,1,40988
"R0",1.5,1.5,10000,0.125,1e-04,35.1,50,200,1,200,200,1,41312
"R0",1.5,1.5,10000,0.125,1e-04,35.2,50,200,1,200,200,1,41848
"R0",1.5,1.5,10000,0.125,1e-04,35.3,50,200,1,200,200,1,42179
"R0",1.5,1.5,10000,0.125,1e-04,35.4,50,200,1,200,200,1,42677
"R0",1.5,1.5,10000,0.125,1e-04,35.5,50,200,1,200,200,1,43293
"R0",1.5,1.5,10000,0.125,1e-04,35.6,50,200,1,200,200,1,43932
"R0",1.5,1.5,10000,0.125,1e-04,35.7,50,200,1,200,200,1,44433
"R0",1.5,1.5,10000,0.125,1e-04,35.8,50,200,1,200,200,1,45003
"R0",1.5,1.5,10000,0.125,1e-04,35.9,50,200,1,200,200,1,45763
"R0",1.5,1.5,10000,0.125,1e-04,36,50,200,1,200,200,1,46473
"R0",1.5,1.5,10000,0.125,1e-04,36.1,50,200,1,200,200,1,47030
"R0",1.5,1.5,10000,0.125,1e-04,36.2,50,200,1,200,200,1,47611
"R0",1.5,1.5,10000,0.125,1e-04,36.3,50,200,1,200,200,1,48184
"R0",1.5,1.5,10000,0.125,1e-04,36.4,50,200,1,200,200,1,48867
"R0",1.5,1.5,10000,0.125,1e-04,36.5,50,200,1,200,200,1,49448
"R0",1.5,1.5,10000,0.125,1e-04,36.6,50,200,1,200,200,1,50113
"R0",1.5,1.5,10000,0.125,1e-04,36.7,50,200,1,200,200,1,50569
"R0",1.5,1.5,10000,0.125,1e-04,36.8,50,200,1,200,200,1,51166
"R0",1.5,1.5,10000,0.125,1e-04,36.9,50,200,1,200,200,1,51801
"R0",1.5,1.5,10000,0.125,1e-04,37,50,200,1,200,200,1,52351
"R0",1.5,1.5,10000,0.125,1e-04,37.1,50,200,1,200,200,1,53078
"R0",1.5,1.5,10000,0.125,1e-04,37.2,50,200,1,200,200,1,53550
"R0",1.5,1.5,10000,0.125,1e-04,37.3,50,200,1,200,200,1,54135
"R0",1.5,1.5,10000,0.125,1e-04,37.4,50,200,1,200,200,1,54654
"R0",1.5,1.5,10000,0.125,1e-04,37.5,50,200,1,200,200,1,55398
"R0",1.5,1.5,10000,0.125,1e-04,37.6,50,200,1,200,200,1,56032
"R0",1.5,1.5,10000,0.125,1e-04,37.7,50,200,1,200,200,1,56681
"R0",1.5,1.5,10000,0.125,1e-04,37.8,50,200,1,200,200,1,57202
"R0",1.5,1.5,10000,0.125,1e-04,37.9,50,200,1,200,200,1,57865
"R0",1.5,1.5,10000,0.125,1e-04,38,50,200,1,200,200,1,58471
"R0",1.5,1.5,10000,0.125,1e-04,38.1,50,200,1,200,200,1,59218
"R0",1.5,1.5,10000,0.125,1e-04,38.2,50,200,1,200,200,1,59730
"R0",1.5,1.5,10000,0.125,1e-04,38.3,50,200,1,200,200,1,60432
"R0",1.5,1.5,10000,0.125,1e-04,38.4,50,200,1,200,200,1,61045
"R0",1.5,1.5,10000,0.125,1e-04,38.5,50,200,1,200,200,1,61744
"R0",1.5,1.5,10000,0.125,1e-04,38.6,50,200,1,200,200,1,62512
"R0",1.5,1.5,10000,0.125,1e-04,38.7,50,200,1,200,200,1,63370
"R0",1.5,1.5,10000,0.125,1e-04,38.8,50,200,1,200,200,1,63888
"R0",1.5,1.5,10000,0.125,1e-04,38.9,50,200,1,200,200,1,64690
"R0",1.5,1.5,10000,0.125,1e-04,39,50,200,1,200,200,1,65457
"R0",1.5,1.5,10000,0.125,1e-04,39.1,50,200,1,200,200,1,66212
"R0",1.5,1.5,10000,0.125,1e-04,39.2,50,200,1,200,200,1,66764
"R0",1.5,1.5,10000,0.125,1e-04,39.3,50,200,1,200,200,1,67425
"R0",1.5,1.5,10000,0.125,1e-04,39.4,50,200,1,200,200,1,68085
"R0",1.5,1.5,10000,0.125,1e-04,39.5,50,200,1,200,200,1,68748
"R0",1.5,1.5,10000,0.125,1e-04,39.6,50,200,1,200,200,1,69302
"R0",1.5,1.5,10000,0.125,1e-04,39.7,50,200,1,200,200,1,69889
"R0",1.5,1.5,10000,0.125,1e-04,39.8,50,200,1,200,200,1,70631
"R0",1.5,1.5,10000,0.125,1e-04,39.9,50,200,1,200,200,1,71299
"R0",1.5,1.5,10000,0.125,1e-04,40,50,200,1,200,200,1,71869
"R0",1.5,1.5,10000,0.125,1e-04,40.1,50,200,1,200,200,1,72326
"R0",1.5,1.5,10000,0.125,1e-04,40.2,50,200,1,200,200,1,73035
"R0",1.5,1.5,10000,0.125,1e-04,40.3,50,200,1,200,200,1,73764
"R0",1.5,1.5,10000,0.125,1e-04,40.4,50,200,1,200,200,1,74385
"R0",1.5,1.5,10000,0.125,1e-04,40.5,50,200,1,200,200,1,74961
"R0",1.5,1.5,10000,0.125,1e-04,40.6,50,200,1,200,200,1,75746
"R0",1.5,1.5,10000,0.125,1e-04,40.7,50,200,1,200,200,1,76390
"R0",1.5,1.5,10000,0.125,1e-04,40.8,50,200,1,200,200,1,76817
"R0",1.5,1.5,10000,0.125,1e-04,40.9,50,200,1,200,200,1,77210
"R0",1.5,1.5,10000,0.125,1e-04,41,50,200,1,200,200,1,77740
"R0",1.5,1.5,10000,0.125,1e-04,41.1,50,200,1,200,200,1,78331
"R0",1.5,1.5,10000,0.125,1e-04,41.2,50,200,1,200,200,1,79072
"R0",1.5,1.5,10000,0.125,1e-04,41.3,50,200,1,200,200,1,79322
"R0",1.5,1.5,10000,0.125,1e-04,41.4,50,200,1,200,200,1,79731
"R0",1.5,1.5,10000,0.125,1e-04,41.5,50,200,1,200,200,1,80287
"R0",1.5,1.5,10000,0.125,1e-04,41.6,50,200,1,200,200,1,80712
"R0",1.5,1.5,10000,0.125,1e-04,41.7,50,200,1,200,200,1,81212
"R0",1.5,1.5,10000,0.125,1e-04,41.8,50,200,1,200,200,1,81627
"R0",1.5,1.5,10000,0.125,1e-04,41.9,50,200,1,200,200,1,82049
"R0",1.5,1.5,10000,0.125,1e-04,42,50,200,1,200,200,1,82710
"R0",1.5,1.5,10000,0.125,1e-04,42.1,50,200,1,200,200,1,83081
"R0",1.5,1.5,10000,0.125,1e-04,42.2,50,200,1,200,200,1,83478
"R0",1.5,1.5,10000,0.125,1e-04,42.3,50,200,1,200,200,1,84115
"R0",1.5,1.5,10000,0.125,1e-04,42.4,50,200,1,200,200,1,84298
"R0",1.5,1.5,10000,0.125,1e-04,42.5,50,200,1,200,200,1,84724
"R0",1.5,1.5,10000,0.125,1e-04,42.6,50,200,1,200,200,1,85206
"R0",1.5,1.5,10000,0.125,1e-04,42.7,50,200,1,200,200,1,85678
"R0",1.5,1.5,10000,0.125,1e-04,42.8,50,200,1,200,200,1,85987
"R0",1.5,1.5,10000,0.125,1e-04,42.9,50,200,1,200,200,1,86330
"R0",1.5,1.5,10000,0.125,1e-04,43,50,200,1,200,200,1,86578
"R0",1.5,1.5,10000,0.125,1e-04,43.1,50,200,1,200,200,1,87054
"R0",1.5,1.5,10000,0.125,1e-04,43.2,50,200,1,200,200,1,87513
"R0",1.5,1.5,10000,0.125,1e-04,43.3,50,200,1,200,200,1,87826
"R0",1.5,1.5,10000,0.125,1e-04,43.4,50,200,1,200,200,1,88154
"R0",1.5,1.5,10000,0.125,1e-04,43.5,50,200,1,200,200,1,88477
"R0",1.5,1.5,10000,0.125,1e-04,43.6,50,200,1,200,200,1,88829
"R0",1.5,1.5,10000,0.125,1e-04,43.7,50,200,1,200,200,1,89048
"R0",1.5,1.5,10000,0.125,1e-04,43.8,50,200,1,200,200,1,89264
"R0",1.5,1.5,10000,0.125,1e-04,43.9,50,200,1,200,200,1,89470
"R0",1.5,1.5,10000,0.125,1e-04,44,50,200,1,200,200,1,89817
"R0",1.5,1.5,10000,0.125,1e-04,44.1,50,200,1,200,200,1,90144
"R0",1.5,1.5,10000,0.125,1e-04,44.2,50,200,1,200,200,1,90058
"R0",1.5,1.5,10000,0.125,1e-04,44.3,50,200,1,200,200,1,90104
"R0",1.5,1.5,10000,0.125,1e-04,44.4,50,200,1,200,200,1,90179
"R0",1.5,1.5,10000,0.125,1e-04,44.5,50,200,1,200,200,1,90026
"R0",1.5,1.5,10000,0.125,1e-04,44.6,50,200,1,200,200,1,90072
"R0",1.5,1.5,10000,0.125,1e-04,44.7,50,200,1,200,200,1,90265
"R0",1.5,1.5,10000,0.125,1e-04,44.8,50,200,1,200,200,1,90403
"R0",1.5,1.5,10000,0.125,1e-04,44.9,50,200,1,200,200,1,90328
"R0",1.5,1.5,10000,0.125,1e-04,45,50,200,1,200,200,1,90370
"R0",1.5,1.5,10000,0.125,1e-04,45.1,50,200,1,200,200,1,90540
"R0",1.5,1.5,10000,0.125,1e-04,45.2,50,200,1,200,200,1,90669
"R0",1.5,1.5,10000,0.125,1e-04,45.3,50,200,1,200,200,1,90291
"R0",1.5,1.5,10000,0.125,1e-04,45.4,50,200,1,200,200,1,90288
"R0",1.5,1.5,10000,0.125,1e-04,45.5,50,200,1,200,200,1,90098
"R0",1.5,1.5,10000,0.125,1e-04,45.6,50,200,1,200,200,1,89979
"R0",1.5,1.5,10000,0.125,1e-04,45.7,50,200,1,200,200,1,89748
"R0",1.5,1.5,10000,0.125,1e-04,45.8,50,200,1,200,200,1,89648
"R0",1.5,1.5,10000,0.125,1e-04,45.9,50,200,1,200,200,1,89676
"R0",1.5,1.5,10000,0.125,1e-04,46,50,200,1,200,200,1,89565
"R0",1.5,1.5,10000,0.125,1e-04,46.1,50,200,1,200,200,1,89323
"R0",1.5,1.5,10000,0.125,1e-04,46.2,50,200,1,200,200,1,88731
"R0",1.5,1.5,10000,0.125,1e-04,46.3,50,200,1,200,200,1,88668
"R0",1.5,1.5,10000,0.125,1e-04,46.4,50,200,1,200,200,1,88428
"R0",1.5,1.5,10000,0.125,1e-04,46.5,50,200,1,200,200,1,88329
"R0",1.5,1.5,10000,0.125,1e-04,46.6,50,200,1,200,200,1,88194
"R0",1.5,1.5,10000,0.125,1e-04,46.7,50,200,1,200,200,1,88075
"R0",1.5,1.5,10000,0.125,1e-04,46.8,50,200,1,200,200,1,87762
"R0",1.5,1.5,10000,0.125,1e-04,46.9,50,200,1,200,200,1,87449
"R0",1.5,1.5,10000,0.125,1e-04,47,50,200,1,200,200,1,86862
"R0",1.5,1.5,10000,0.125,1e-04,47.1,50,200,1,200,200,1,86575
"R0",1.5,1.5,10000,0.125,1e-04,47.2,50,200,1,200,200,1,86094
"R0",1.5,1.5,10000,0.125,1e-04,47.3,50,200,1,200,200,1,85684
"R0",1.5,1.5,10000,0.125,1e-04,47.4,50,200,1,200,200,1,85224
"R0",1.5,1.5,10000,0.125,1e-04,47.5,50,200,1,200,200,1,84581
"R0",1.5,1.5,10000,0.125,1e-04,47.6,50,200,1,200,200,1,84191
"R0",1.5,1.5,10000,0.125,1e-04,47.7,50,200,1,200,200,1,83714
"R0",1.5,1.5,10000,0.125,1e-04,47.8,50,200,1,200,200,1,83428
"R0",1.5,1.5,10000,0.125,1e-04,47.9,50,200,1,200,200,1,82777
"R0",1.5,1.5,10000,0.125,1e-04,48,50,200,1,200,200,1,82265
"R0",1.5,1.5,10000,0.125,1e-04,48.1,50,200,1,200,200,1,81760
"R0",1.5,1.5,10000,0.125,1e-04,48.2,50,200,1,200,200,1,81195
"R0",1.5,1.5,10000,0.125,1e-04,48.3,50,200,1,200,200,1,80747
"R0",1.5,1.5,10000,0.125,1e-04,48.4,50,200,1,200,200,1,80284
"R0",1.5,1.5,10000,0.125,1e-04,48.5,50,200,1,200,200,1,80008
"R0",1.5,1.5,10000,0.125,1e-04,48.6,50,200,1,200,200,1,79574
"R0",1.5,1.5,10000,0.125,1e-04,48.7,50,200,1,200,200,1,79137
"R0",1.5,1.5,10000,0.125,1e-04,48.8,50,200,1,200,200,1,78715
"R0",1.5,1.5,10000,0.125,1e-04,48.9,50,200,1,200,200,1,78053
"R0",1.5,1.5,10000,0.125,1e-04,49,50,200,1,200,200,1,77490
"R0",1.5,1.5,10000,0.125,1e-04,49.1,50,200,1,200,200,1,76963
"R0",1.5,1.5,10000,0.125,1e-04,49.2,50,200,1,200,200,1,76542
"R0",1.5,1.5,10000,0.125,1e-04,49.3,50,200,1,200,200,1,76146
"R0",1.5,1.5,10000,0.125,1e-04,49.4,50,200,1,200,200,1,75558
"R0",1.5,1.5,10000,0.125,1e-04,49.5,50,200,1,200,200,1,75164
"R0",1.5,1.5,10000,0.125,1e-04,49.6,50,200,1,200,200,1,74916
"R0",1.5,1.5,10000,0.125,1e-04,49.7,50,200,1,200,200,1,74310
"R0",1.5,1.5,10000,0.125,1e-04,49.8,50,200,1,200,200,1,73803
"R0",1.5,1.5,10000,0.125,1e-04,49.9,50,200,1,200,200,1,73146
"R0",1.5,1.5,10000,0.125,1e-04,50,50,200,1,200,200,1,72487
"R0",1.5,1.5,10000,0.125,1e-04,50.1,50,200,1,200,200,1,71792
"R0",1.5,1.5,10000,0.125,1e-04,50.2,50,200,1,200,200,1,71127
"R0",1.5,1.5,10000,0.125,1e-04,50.3,50,200,1,200,200,1,70548
"R0",1.5,1.5,10000,0.125,1e-04,50.4,50,200,1,200,200,1,70161
"R0",1.5,1.5,10000,0.125,1e-04,50.5,50,200,1,200,200,1,69810
"R0",1.5,1.5,10000,0.125,1e-04,50.6,50,200,1,200,200,1,69213
"R0",1.5,1.5,10000,0.125,1e-04,50.7,50,200,1,200,200,1,68803
"R0",1.5,1.5,10000,0.125,1e-04,50.8,50,200,1,200,200,1,68271
"R0",1.5,1.5,10000,0.125,1e-04,50.9,50,200,1,200,200,1,67735
"R0",1.5,1.5,10000,0.125,1e-04,51,50,200,1,200,200,1,67335
"R0",1.5,1.5,10000,0.125,1e-04,51.1,50,200,1,200,200,1,67003
"R0",1.5,1.5,10000,0.125,1e-04,51.2,50,200,1,200,200,1,66441
"R0",1.5,1.5,10000,0.125,1e-04,51.3,50,200,1,200,200,1,65995
"R0",1.5,1.5,10000,0.125,1e-04,51.4,50,200,1,200,200,1,65493
"R0",1.5,1.5,10000,0.125,1e-04,51.5,50,200,1,200,200,1,65004
"R0",1.5,1.5,10000,0.125,1e-04,51.6,50,200,1,200,200,1,64644
"R0",1.5,1.5,10000,0.125,1e-04,51.7,50,200,1,200,200,1,64108
"R0",1.5,1.5,10000,0.125,1e-04,51.8,50,200,1,200,200,1,63587
"R0",1.5,1.5,10000,0.125,1e-04,51.9,50,200,1,200,200,1,63194
"R0",1.5,1.5,10000,0.125,1e-04,52,50,200,1,200,200,1,62788
"R0",1.5,1.5,10000,0.125,1e-04,52.1,50,200,1,200,200,1,62482
"R0",1.5,1.5,10000,0.125,1e-04,52.2,50,200,1,200,200,1,61982
"R0",1.5,1.5,10000,0.125,1e-04,52.3,50,200,1,200,200,1,61561
"R0",1.5,1.5,10000,0.125,1e-04,52.4,50,200,1,200,200,1,61255
"R0",1.5,1.5,10000,0.125,1e-04,52.5,50,200,1,200,200,1,60836
"R0",1.5,1.5,10000,0.125,1e-04,52.6,50,200,1,200,200,1,60264
"R0",1.5,1.5,10000,0.125,1e-04,52.7,50,200,1,200,200,1,59866
"R0",1.5,1.5,10000,0.125,1e-04,52.8,50,200,1,200,200,1,59482
"R0",1.5,1.5,10000,0.125,1e-04,52.9,50,200,1,200,200,1,59165
"R0",1.5,1.5,10000,0.125,1e-04,53,50,200,1,200,200,1,58787
"R0",1.5,1.5,10000,0.125,1e-04,53.1,50,200,1,200,200,1,58410
"R0",1.5,1.5,10000,0.125,1e-04,53.2,50,200,1,200,200,1,57939
"R0",1.5,1.5,10000,0.125,1e-04,53.3,50,200,1,200,200,1,57560
"R0",1.5,1.5,10000,0.125,1e-04,53.4,50,200,1,200,200,1,57364
"R0",1.5,1.5,10000,0.125,1e-04,53.5,50,200,1,200,200,1,57035
"R0",1.5,1.5,10000,0.125,1e-04,53.6,50,200,1,200,200,1,56629
"R0",1.5,1.5,10000,0.125,1e-04,53.7,50,200,1,200,200,1,56303
"R0",1.5,1.5,10000,0.125,1e-04,53.8,50,200,1,200,200,1,55816
"R0",1.5,1.5,10000,0.125,1e-04,53.9,50,200,1,200,200,1,55429
"R0",1.5,1.5,10000,0.125,1e-04,54,50,200,1,200,200,1,55170
"R0",1.5,1.5,10000,0.125,1e-04,54.1,50,200,1,200,200,1,54851
"R0",1.5,1.5,10000,0.125,1e-04,54.2,50,200,1,200,200,1,54484
"R0",1.5,1.5,10000,0.125,1e-04,54.3,50,200,1,200,200,1,54057
"R0",1.5,1.5,10000,0.125,1e-04,54.4,50,200,1,200,200,1,53863
"R0",1.5,1.5,10000,0.125,1e-04,54.5,50,200,1,200,200,1,53379
"R0",1.5,1.5,10000,0.125,1e-04,54.6,50,200,1,200,200,1,53062
"R0",1.5,1.5,10000,0.125,1e-04,54.7,50,200,1,200,200,1,52913
"R0",1.5,1.5,10000,0.125,1e-04,54.8,50,200,1,200,200,1,52587
"R0",1.5,1.5,10000,0.125,1e-04,54.9,50,200,1,200,200,1,52441
"R0",1.5,1.5,10000,0.125,1e-04,55,50,200,1,200,200,1,52150
"R0",1.5,1.5,10000,0.125,1e-04,55.1,50,200,1,200,200,1,52169
"R0",1.5,1.5,10000,0.125,1e-04,55.2,50,200,1,200,200,1,51887
"R0",1.5,1.5,10000,0.125,1e-04,55.3,50,200,1,200,200,1,51539
"R0",1.5,1.5,10000,0.125,1e-04,55.4,50,200,1,200,200,1,51302
"R0",1.5,1.5,10000,0.125,1e-04,55.5,50,200,1,200,200,1,51023
"R0",1.5,1.5,10000,0.125,1e-04,55.6,50,200,1,200,200,1,50781
"R0",1.5,1.5,10000,0.125,1e-04,55.7,50,200,1,200,200,1,50682
"R0",1.5,1.5,10000,0.125,1e-04,55.8,50,200,1,200,200,1,50528
"R0",1.5,1.5,10000,0.125,1e-04,55.9,50,200,1,200,200,1,50388
"R0",1.5,1.5,10000,0.125,1e-04,56,50,200,1,200,200,1,50260
"R0",1.5,1.5,10000,0.125,1e-04,56.1,50,200,1,200,200,1,50107
"R0",1.5,1.5,10000,0.125,1e-04,56.2,50,200,1,200,200,1,50022
"R0",1.5,1.5,10000,0.125,1e-04,56.3,50,200,1,200,200,1,49840
"R0",1.5,1.5,10000,0.125,1e-04,56.4,50,200,1,200,200,1,49544
"R0",1.5,1.5,10000,0.125,1e-04,56.5,50,200,1,200,200,1,49402
"R0",1.5,1.5,10000,0.125,1e-04,56.6,50,200,1,200,200,1,49354
"R0",1.5,1.5,10000,0.125,1e-04,56.7,50,200,1,200,200,1,49060
"R0",1.5,1.5,10000,0.125,1e-04,56.8,50,200,1,200,200,1,48800
"R0",1.5,1.5,10000,0.125,1e-04,56.9,50,200,1,200,200,1,48643
"R0",1.5,1.5,10000,0.125,1e-04,57,50,200,1,200,200,1,48396
"R0",1.5,1.5,10000,0.125,1e-04,57.1,50,200,1,200,200,1,48448
"R0",1.5,1.5,10000,0.125,1e-04,57.2,50,200,1,200,200,1,48262
"R0",1.5,1.5,10000,0.125,1e-04,57.3,50,200,1,200,200,1,48253
"R0",1.5,1.5,10000,0.125,1e-04,57.4,50,200,1,200,200,1,48163
"R0",1.5,1.5,10000,0.125,1e-04,57.5,50,200,1,200,200,1,48052
"R0",1.5,1.5,10000,0.125,1e-04,57.6,50,200,1,200,200,1,47990
"R0",1.5,1.5,10000,0.125,1e-04,57.7,50,200,1,200,200,1,47810
"R0",1.5,1.5,10000,0.125,1e-04,57.8,50,200,1,200,200,1,47743
"R0",1.5,1.5,10000,0.125,1e-04,57.9,50,200,1,200,200,1,47663
"R0",1.5,1.5,10000,0.125,1e-04,58,50,200,1,200,200,1,47344
"R0",1.5,1.5,10000,0.125,1e-04,58.1,50,200,1,200,200,1,47297
"R0",1.5,1.5,10000,0.125,1e-04,58.2,50,200,1,200,200,1,47226
"R0",1.5,1.5,10000,0.125,1e-04,58.3,50,200,1,200,200,1,47166
"R0",1.5,1.5,10000,0.125,1e-04,58.4,50,200,1,200,200,1,47166
"R0",1.5,1.5,10000,0.125,1e-04,58.5,50,200,1,200,200,1,47143
"R0",1.5,1.5,10000,0.125,1e-04,58.6,50,200,1,200,200,1,47157
"R0",1.5,1.5,10000,0.125,1e-04,58.7,50,200,1,200,200,1,47115
"R0",1.5,1.5,10000,0.125,1e-04,58.8,50,200,1,200,200,1,47022
"R0",1.5,1.5,10000,0.125,1e-04,58.9,50,200,1,200,200,1,46912
"R0",1.5,1.5,10000,0.125,1e-04,59,50,200,1,200,200,1,46730
"R0",1.5,1.5,10000,0.125,1e-04,59.1,50,200,1,200,200,1,46575
"R0",1.5,1.5,10000,0.125,1e-04,59.2,50,200,1,200,200,1,46681
"R0",1.5,1.5,10000,0.125,1e-04,59.3,50,200,1,200,200,1,46578
"R0",1.5,1.5,10000,0.125,1e-04,59.4,50,200,1,200,200,1,46457
"R0",1.5,1.5,10000,0.125,1e-04,59.5,50,200,1,200,200,1,46307
"R0",1.5,1.5,10000,0.125,1e-04,59.6,50,200,1,200,200,1,46299
"R0",1.5,1.5,10000,0.125,1e-04,59.7,50,200,1,200,200,1,46268
"R0",1.5,1.5,10000,0.125,1e-04,59.8,50,200,1,200,200,1,46253
"R0",1.5,1.5,10000,0.125,1e-04,59.9,50,200,1,200,200,1,46151
"R0",1.5,1.5,10000,0.125,1e-04,60,50,200,1,200,200,1,46328
"R0",1.5,1.5,10000,0.125,1e-04,60.1,50,200,1,200,200,1,46453
"R0",1.5,1.5,10000,0.125,1e-04,60.2,50,200,1,200,200,1,46417
"R0",1.5,1.5,10000,0.125,1e-04,60.3,50,200,1,200,200,1,46482
"R0",1.5,1.5,10000,0.125,1e-04,60.4,50,200,1,200,200,1,46497
"R0",1.5,1.5,10000,0.125,1e-04,60.5,50,200,1,200,200,1,46497
"R0",1.5,1.5,10000,0.125,1e-04,60.6,50,200,1,200,200,1,46556
"R0",1.5,1.5,10000,0.125,1e-04,60.7,50,200,1,200,200,1,46492
"R0",1.5,1.5,10000,0.125,1e-04,60.8,50,200,1,200,200,1,46563
"R0",1.5,1.5,10000,0.125,1e-04,60.9,50,200,1,200,200,1,46600
"R0",1.5,1.5,10000,0.125,1e-04,61,50,200,1,200,200,1,46798
"R0",1.5,1.5,10000,0.125,1e-04,61.1,50,200,1,200,200,1,46947
"R0",1.5,1.5,10000,0.125,1e-04,61.2,50,200,1,200,200,1,46871
"R0",1.5,1.5,10000,0.125,1e-04,61.3,50,200,1,200,200,1,47017
"R0",1.5,1.5,10000,0.125,1e-04,61.4,50,200,1,200,200,1,47224
"R0",1.5,1.5,10000,0.125,1e-04,61.5,50,200,1,200,200,1,47359
"R0",1.5,1.5,10000,0.125,1e-04,61.6,50,200,1,200,200,1,47428
"R0",1.5,1.5,10000,0.125,1e-04,61.7,50,200,1,200,200,1,47675
"R0",1.5,1.5,10000,0.125,1e-04,61.8,50,200,1,200,200,1,47752
"R0",1.5,1.5,10000,0.125,1e-04,61.9,50,200,1,200,200,1,47876
"R0",1.5,1.5,10000,0.125,1e-04,62,50,200,1,200,200,1,48153
"R0",1.5,1.5,10000,0.125,1e-04,62.1,50,200,1,200,200,1,48156
"R0",1.5,1.5,10000,0.125,1e-04,62.2,50,200,1,200,200,1,48309
"R0",1.5,1.5,10000,0.125,1e-04,62.3,50,200,1,200,200,1,48402
"R0",1.5,1.5,10000,0.125,1e-04,62.4,50,200,1,200,200,1,48405
"R0",1.5,1.5,10000,0.125,1e-04,62.5,50,200,1,200,200,1,48458
"R0",1.5,1.5,10000,0.125,1e-04,62.6,50,200,1,200,200,1,48755
"R0",1.5,1.5,10000,0.125,1e-04,62.7,50,200,1,200,200,1,48856
"R0",1.5,1.5,10000,0.125,1e-04,62.8,50,200,1,200,200,1,49099
"R0",1.5,1.5,10000,0.125,1e-04,62.9,50,200,1,200,200,1,49214
"R0",1.5,1.5,10000,0.125,1e-04,63,50,200,1,200,200,1,49216
"R0",1.5,1.5,10000,0.125,1e-04,63.1,50,200,1,200,200,1,49386
"R0",1.5,1.5,10000,0.125,1e-04,63.2,50,200,1,200,200,1,49397
"R0",1.5,1.5,10000,0.125,1e-04,63.3,50,200,1,200,200,1,49780
"R0",1.5,1.5,10000,0.125,1e-04,63.4,50,200,1,200,200,1,50041
"R0",1.5,1.5,10000,0.125,1e-04,63.5,50,200,1,200,200,1,50147
